movie_id,title,genre_id,age_release,description,image_url
675445,PAW Patrol: The Movie,"16,10751,12,35",2021,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg
311324,The Great Wall,"28,12,14",2016,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,/p70dq1YxabemdZDm5K6Q8G10wSn.jpg
11977,Caddyshack,35,1980,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",/lXnNz7zOXCsftMDVoU3VSo0Eioi.jpg
508442,Soul,"16,10751,35,14",2020,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg
162,Edward Scissorhands,"14,18,10749",1990,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg
1495,Kingdom of Heaven,"18,28,12,36,10752",2005,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg
137113,Edge of Tomorrow,"28,878",2014,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg
56292,Mission: Impossible - Ghost Protocol,"28,53,12",2011,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",/7GCKNRbzcA4rJXAKoE8KS9IDnZP.jpg
10693,Peter Pan,"16,10751,12,14",1953,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",/fJJOs1iyrhKfZceANxoPxPwNGF1.jpg
242582,Nightcrawler,"80,18,53",2014,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg
882569,Guy Ritchie's The Covenant,"10752,28,53",2023,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg
882569,Guy Ritchie's The Covenant,"10752,28,53",2023,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg
6977,No Country for Old Men,"80,18,53",2007,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",/bj1v6YKF8yHqA489VFfnQvOJpnc.jpg
97,Tron,"878,28,12",1982,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...and becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.",/zwSFEczP7AzqugAHHIX3zHniT0t.jpg
324852,Despicable Me 3,"28,16,35,10751,12",2017,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg
345940,The Meg,"28,878,27",2018,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg
85,Raiders of the Lost Ark,"12,28",1981,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",/ceG9VzoRAVGwivFU403Wc3AHRys.jpg
1092,The Third Man,"53,9648",1949,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",/oIF3l7Dxp7Eyye10BNyM611wtKa.jpg
47933,Independence Day: Resurgence,"28,12,878",2016,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",/9S50foUIYGwiNPWOxi1WJF6IPwI.jpg
86834,Noah,"18,12",2014,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,/trtD17IqSWV9Nbn4OILztc9GuCX.jpg
278927,The Jungle Book,"10751,12,18,14",2016,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",/lr3KQh0cW7PbCC5wxCCaujtA8j5.jpg
1214314,One More Shot,28,2024,"Following the attack on the black site in Poland, Navy SEAL Jake Harris is ordered to escort terrorist suspect Amin Mansur to Washington D.C. for interrogation. Before the prisoner transfer process is complete, though, the airport is attacked by a group of heavily armed, well-trained mercenaries.",/4XxnWZzhMC1rOzUCJpc6CzmBIQe.jpg
335797,Sing,"16,35,10751,10402",2016,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,/zZTlF2eVVUkbdmccd3bNUU9T9sD.jpg
493529,Dungeons & Dragons: Honor Among Thieves,"12,14,35",2023,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg
652,Troy,"12,36,10752,28",2004,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.",/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg
57800,Ice Age: Continental Drift,"16,35,12,10751",2012,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg
462883,Woody Woodpecker,"35,10751,16",2017,Woody Woodpecker enters a turf war with a big city lawyer wanting to tear down his home in an effort to build a house to flip.,/vFGUsJTa8z0OfDTbjdyppAireeB.jpg
332562,A Star Is Born,"10402,18,10749",2018,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg
1027073,In the Land of Saints and Sinners,"28,53",2023,"In a remote Irish village, a damaged Finbar is forced to fight for redemption after a lifetime of sins, but what price is he willing to pay? In the land of saints and sinners, some sins can't be buried.",/443c0xNTLackGkFOKfbPClKMpIk.jpg
463053,Ibiza,"35,10749",2018,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,/xm0QJ3eumZ5LSewpYKQe6KfwWRW.jpg
700,Octopussy,"12,28,53",1983,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Indian Fabergé egg. Bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,/yoosZitM9igSk3Sd0sBXIhKlAh1.jpg
301502,Blonde,18,2022,"From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves.",/mEeHqtnWOR44vLCutEFku2WK6ou.jpg
438493,Becoming Bond,"99,35",2017,"The stranger-than-fiction true story of George Lazenby, a poor Australian car mechanic who, through an unbelievable set of circumstances, landed the role of James Bond despite having never acted a day in his life.",/oRyVYIqegDB5rWjfloeu1Zgk332.jpg
9489,You've Got Mail,"35,10749",1998,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.",/e2uVtH6TpMfUl7WeOM70ezkcjsU.jpg
401561,Mom and Dad,"35,27",2018,"In a suburban community, moms and dads, one after the other, mysteriously feel the irresistible impulse to attack and kill their own offspring.",/vjjFEFMhENFQUmUn15zGaCJBD0A.jpg
493922,Hereditary,"27,9648,53",2018,"Following the death of Ellen Leigh, the matriarch of their family, her daughter Annie and the rest of the family start to uncover disturbing secrets about their heritage.  Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",/p9fmuz2Oj3HtEJEqbIwkFGUhVXD.jpg
328425,The Gift,"53,9648,18",2015,Simon and Robyn are a young married couple whose life is going as planned until a chance run-in with Simon's high school acquaintance sends their world into a tailspin.,/kH3qLP8pn68Xq5XwvmPkCyaAU7W.jpg
1020006,Priscilla,"18,10749,10402",2023,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",/kRGMnxFQodcKCDo1xK3bIAi4zfV.jpg
290098,The Handmaiden,"53,18,10749",2016,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",/dLlH4aNHdnmf62umnInL8xPlPzw.jpg
209112,Batman v Superman: Dawn of Justice,"28,12,14",2016,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",/5UsK3grJvtQrtzEgqNlDljJW96w.jpg
937249,57 Seconds,"53,878,28",2023,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg
283366,Miss Peregrine's Home for Peculiar Children,"14,12",2016,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,/CIlbMFOfYDj0MP23hsIYhFGrL6.jpg
61964,Stepfather 3,"10770,27,53",1992,"After escaping a Puget Sound institution, ""Stepfather"" Gene Clifford alters his appearance with plastic surgery and takes on another new identity: Keith Grant. Moving to Deer View, California, Keith falls for a divorced school principal, arousing the suspicions of her wheelchair-bound, computer-savvy son.",/an492xjfS59bRBVTnmFfGy71cNl.jpg
725201,The Gray Man,"28,53",2022,"When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",/5Eom3JsXgQlCj6QIsGCwXkX7wyH.jpg
393345,Cult of Chucky,"27,53,35",2017,"Confined to an asylum for the criminally insane for the past four years, Nica is wrongly convinced that she, not Chucky, murdered her entire family... until a string of grisly deaths occur after her psychiatrist introduces a new group therapy tool -- a ""Good Guy"" doll.",/r5JUiMYfatwYeDkxkLWYUx5GIjY.jpg
616820,Halloween Ends,"27,53",2022,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",/q06saepaXeBdkMibuN4R2fXmgIw.jpg
312221,Creed,"28,18",2015,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg
534,Terminator Salvation,"28,878,53",2009,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg
416144,Hotel Mumbai,"53,36,18,28",2019,"Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives.",/v32SC4HFZtlDRWXMaR2V2dWqAXJ.jpg
131634,The Hunger Games: Mockingjay - Part 2,"28,12,878",2015,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",/lImKHDfExAulp16grYm8zD5eONE.jpg
581726,Infinite,"878,28,53",2021,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg
956,Mission: Impossible III,"12,28,53",2006,"Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt faces the toughest foe of his career: Owen Davian, an international broker of arms and information, who is as cunning as he is ruthless. Davian emerges to threaten Hunt and all that he holds dear -- including the woman Hunt loves.",/vKGYCpmQyV9uHybWDzXuII8Los5.jpg
381284,Hidden Figures,"18,36",2016,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg
75780,Jack Reacher,"80,18,53,28",2012,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg
1734,The Mummy Returns,"12,28,14",2001,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg
68724,Elysium,"878,28,18,53",2013,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",/aRjuJuPXHtVs6YegfeeQWXGRs1E.jpg
604,The Matrix Reloaded,"12,28,53,878",2003,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg
30197,The Producers,35,1968,"Broadway producer, Max Bialystock and his accountant, Leo Bloom plan to make money by charming little old ladies to invest in a production many times over what it will actually cost, and then put on a sure-fire flop, so nobody will ask for their money back – and what can be a more certain flop than a tasteless musical celebrating Hitler.",/5TYUsAygWKtufAC78ep2AiohEiR.jpg
1705,Battle for the Planet of the Apes,"28,878",1973,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",/dP5dYjLp5p2CG103cJMio4Nj29d.jpg
8363,Superbad,35,2007,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg
9902,Wrong Turn,"27,53",2003,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",/12G5V0dTmljnv7RFMT144dJ2chh.jpg
993784,Lisa Frankenstein,"35,27,10749",2024,"In 1989, a misunderstood teenager has a high school crush — who just happens to be a handsome corpse! After a set of playfully horrific circumstances bring him back to life, the two embark on a murderous journey to find love, happiness…and a few missing body parts along the way.",/7Pm0hYthiHVmTO4MCuP4mWfrJIa.jpg
939335,Muzzle,28,2023,"LAPD K-9 officer Jake Rosser has just witnessed the shocking murder of his dedicated partner by a mysterious assailant. As he investigates the shooter’s identity, he uncovers a vast conspiracy that has a chokehold on the city in this thrilling journey through the tangled streets of Los Angeles and the corrupt bureaucracy of the LAPD.",/qXChf7MFL36BgoLkiB3BzXiwW82.jpg
516486,Greyhound,"10752,28,18",2020,"A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the ""Black Pit"" to the front lines of WWII. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",/kjMbDciooTbJPofVXgAoFjfX8Of.jpg
13313,Beauty and the Beast: The Enchanted Christmas,"16,10751,14",1997,"Astonished to find the Beast has a deep-seeded hatred for the Christmas season, Belle endeavors to change his mind on the matter.",/qxtpbcbf6KEIHzLetWZOVGJT2lv.jpg
1579,Apocalypto,"28,18,36",2006,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg
4348,Pride & Prejudice,"18,10749",2005,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",/sGjIvtVvTlWnia2zfJfHz81pZ9Q.jpg
265208,Wild Card,"53,80,28",2015,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",/zN80Tlly8oMpKbVJv2TfRIj8dHG.jpg
521029,Annabelle Comes Home,27,2019,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg
1138476,River,"35,878,14",2023,"The one-hundred-year-old Fujiya inn stands in the quiet region of Kyoto. Mikoto is standing in front of the Kibune river at the back of the building when she is called back to work. But two minutes later, she finds herself back at the river again. The whole inn seems to be stuck in a time loop!",/9bFZlrGdc5J3qzpLExN3PKak0t2.jpg
313369,La La Land,"35,18,10749,10402",2016,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg
768744,My Hero Academia: World Heroes' Mission,"16,28,12,878,14",2021,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-class selected hero team. It’s up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",/jzP5rPwwNqUGERlrUzKKljfyulf.jpg
338952,Fantastic Beasts: The Crimes of Grindelwald,"14,12",2018,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg
228967,The Interview,"28,35",2014,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg
399174,Isle of Dogs,"12,35,16",2018,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg
51828,One Day,"18,10749",2011,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",/n9jMwSg4IavdD8wqdYnyW5w3Mvp.jpg
802194,Downeast,"18,80,53",2021,"Dives into the often ignored seedy underbelly of Maine and it follows Emma Maddox as she returns to her hometown years following the mysterious death of her brother, Mikey. As she reconnects with his best friend Tommy, the two rekindle their flame and Emma begins to uncover the web of lies the town has been keeping.",/s2JZkkFnIZjXfEztl5CBr6Hjr6Z.jpg
679894,75 días,"18,80,36,53",2022,,/egRwN5COIMVvKoI5aZXwmKc8o0T.jpg
1250,Ghost Rider,"53,28,14",2007,"In order to save his dying father, young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",/8LaVQiXBsnlo7MXCPK1nXTVARUZ.jpg
11797,Fright Night,"35,27",1985,"Charley Brewster, a high school student, accidentally discovers the true and creepy nature of Jerry Dandrige, his dashing and enigmatic new neighbor; but no one seems willing to believe him.",/upVMb3s1RugX4J0O40zfERjPE5N.jpg
363088,Ant-Man and the Wasp,"28,12,878",2018,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",/cFQEO687n1K6umXbInzocxcnAQz.jpg
8355,Ice Age: Dawn of the Dinosaurs,"16,35,10751,12",2009,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg
61979,Three Steps Above Heaven,"10749,18",2010,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",/nNoMfNPnvEzGADXDkP6eJAP81KB.jpg
455476,Knights of the Zodiac,"14,28,12",2023,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",/qW4crfED8mpNDadSmMdi7ZDzhXF.jpg
390043,The Hitman's Bodyguard,"28,35",2017,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg
616,The Last Samurai,"18,28,10752",2003,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",/lsasOSgYI85EHygtT5SvcxtZVYT.jpg
80321,Madagascar 3: Europe's Most Wanted,"16,10751,35,12",2012,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",/ekraj4ksvIKeuvQVEevEJkuybZd.jpg
379149,The Foreigner,"28,53",2017,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,/rwM4hzrmc5HiWfQD9ls9DL4QgGl.jpg
253,Live and Let Die,"12,28,53",1973,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,/39qkrjqMZs6utwNmihVImC3ghas.jpg
854,The Mask,"10749,35,80,14",1994,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
277,Underworld,"14,28,53",2003,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg
